party,votes,perc_valid,perc_emit,ubigeo,ambito,departamento,provincia,distrito
FRENTE ESPERANZA ,17.0,1.44,1.16,200605,PERÚ,PUNO,LAMPA,OCUVIRI
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200605,PERÚ,PUNO,LAMPA,OCUVIRI
FUERZA POPULAR ,383.0,32.4,26.16,200605,PERÚ,PUNO,LAMPA,OCUVIRI
ALIANZA POPULAR ,7.0,0.59,0.48,200605,PERÚ,PUNO,LAMPA,OCUVIRI
PERU LIBERTARIO *,0.0,0.0,0.0,200605,PERÚ,PUNO,LAMPA,OCUVIRI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",503.0,42.55,34.36,200605,PERÚ,PUNO,LAMPA,OCUVIRI
ACCION POPULAR ,43.0,3.64,2.94,200605,PERÚ,PUNO,LAMPA,OCUVIRI
DEMOCRACIA DIRECTA ,135.0,11.42,9.22,200605,PERÚ,PUNO,LAMPA,OCUVIRI
PERU POSIBLE ,4.0,0.34,0.27,200605,PERÚ,PUNO,LAMPA,OCUVIRI
PERU NACION *,0.0,0.0,0.0,200605,PERÚ,PUNO,LAMPA,OCUVIRI
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200605,PERÚ,PUNO,LAMPA,OCUVIRI
PROGRESANDO PERU ,3.0,0.25,0.2,200605,PERÚ,PUNO,LAMPA,OCUVIRI
PARTIDO POLITICO ORDEN ,1.0,0.08,0.07,200605,PERÚ,PUNO,LAMPA,OCUVIRI
PERUANOS POR EL KAMBIO ,86.0,7.28,5.87,200605,PERÚ,PUNO,LAMPA,OCUVIRI
FRENTE ESPERANZA ,13.0,1.18,0.98,200606,PERÚ,PUNO,LAMPA,PALCA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200606,PERÚ,PUNO,LAMPA,PALCA
FUERZA POPULAR ,235.0,21.34,17.76,200606,PERÚ,PUNO,LAMPA,PALCA
ALIANZA POPULAR ,17.0,1.54,1.28,200606,PERÚ,PUNO,LAMPA,PALCA
PERU LIBERTARIO *,0.0,0.0,0.0,200606,PERÚ,PUNO,LAMPA,PALCA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",557.0,50.59,42.1,200606,PERÚ,PUNO,LAMPA,PALCA
ACCION POPULAR ,28.0,2.54,2.12,200606,PERÚ,PUNO,LAMPA,PALCA
DEMOCRACIA DIRECTA ,162.0,14.71,12.24,200606,PERÚ,PUNO,LAMPA,PALCA
PERU POSIBLE ,8.0,0.73,0.6,200606,PERÚ,PUNO,LAMPA,PALCA
PERU NACION *,0.0,0.0,0.0,200606,PERÚ,PUNO,LAMPA,PALCA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200606,PERÚ,PUNO,LAMPA,PALCA
PROGRESANDO PERU ,0.0,0.0,0.0,200606,PERÚ,PUNO,LAMPA,PALCA
PARTIDO POLITICO ORDEN ,1.0,0.09,0.08,200606,PERÚ,PUNO,LAMPA,PALCA
PERUANOS POR EL KAMBIO ,80.0,7.27,6.05,200606,PERÚ,PUNO,LAMPA,PALCA
FRENTE ESPERANZA ,16.0,1.24,1.03,200607,PERÚ,PUNO,LAMPA,PARATIA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200607,PERÚ,PUNO,LAMPA,PARATIA
FUERZA POPULAR ,252.0,19.58,16.2,200607,PERÚ,PUNO,LAMPA,PARATIA
ALIANZA POPULAR ,10.0,0.78,0.64,200607,PERÚ,PUNO,LAMPA,PARATIA
PERU LIBERTARIO *,0.0,0.0,0.0,200607,PERÚ,PUNO,LAMPA,PARATIA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",706.0,54.86,45.37,200607,PERÚ,PUNO,LAMPA,PARATIA
ACCION POPULAR ,14.0,1.09,0.9,200607,PERÚ,PUNO,LAMPA,PARATIA
DEMOCRACIA DIRECTA ,212.0,16.47,13.62,200607,PERÚ,PUNO,LAMPA,PARATIA
PERU POSIBLE ,13.0,1.01,0.84,200607,PERÚ,PUNO,LAMPA,PARATIA
PERU NACION *,0.0,0.0,0.0,200607,PERÚ,PUNO,LAMPA,PARATIA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200607,PERÚ,PUNO,LAMPA,PARATIA
PROGRESANDO PERU ,3.0,0.23,0.19,200607,PERÚ,PUNO,LAMPA,PARATIA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,200607,PERÚ,PUNO,LAMPA,PARATIA
PERUANOS POR EL KAMBIO ,61.0,4.74,3.92,200607,PERÚ,PUNO,LAMPA,PARATIA
FRENTE ESPERANZA ,34.0,1.09,0.84,200608,PERÚ,PUNO,LAMPA,PUCARA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200608,PERÚ,PUNO,LAMPA,PUCARA
FUERZA POPULAR ,802.0,25.71,19.81,200608,PERÚ,PUNO,LAMPA,PUCARA
ALIANZA POPULAR ,44.0,1.41,1.09,200608,PERÚ,PUNO,LAMPA,PUCARA
PERU LIBERTARIO *,0.0,0.0,0.0,200608,PERÚ,PUNO,LAMPA,PUCARA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",1357.0,43.49,33.52,200608,PERÚ,PUNO,LAMPA,PUCARA
ACCION POPULAR ,76.0,2.44,1.88,200608,PERÚ,PUNO,LAMPA,PUCARA
DEMOCRACIA DIRECTA ,620.0,19.87,15.32,200608,PERÚ,PUNO,LAMPA,PUCARA
PERU POSIBLE ,23.0,0.74,0.57,200608,PERÚ,PUNO,LAMPA,PUCARA
PERU NACION *,0.0,0.0,0.0,200608,PERÚ,PUNO,LAMPA,PUCARA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200608,PERÚ,PUNO,LAMPA,PUCARA
PROGRESANDO PERU ,7.0,0.22,0.17,200608,PERÚ,PUNO,LAMPA,PUCARA
PARTIDO POLITICO ORDEN ,2.0,0.06,0.05,200608,PERÚ,PUNO,LAMPA,PUCARA
PERUANOS POR EL KAMBIO ,155.0,4.97,3.83,200608,PERÚ,PUNO,LAMPA,PUCARA
FRENTE ESPERANZA ,69.0,1.76,1.48,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
FUERZA POPULAR ,1327.0,33.93,28.54,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
ALIANZA POPULAR ,45.0,1.15,0.97,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
PERU LIBERTARIO *,0.0,0.0,0.0,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",1506.0,38.51,32.39,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
ACCION POPULAR ,104.0,2.66,2.24,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
DEMOCRACIA DIRECTA ,600.0,15.34,12.9,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
PERU POSIBLE ,23.0,0.59,0.49,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
PERU NACION *,0.0,0.0,0.0,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
PROGRESANDO PERU ,10.0,0.26,0.22,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
PARTIDO POLITICO ORDEN ,1.0,0.03,0.02,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
PERUANOS POR EL KAMBIO ,226.0,5.78,4.86,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
FRENTE ESPERANZA ,11.0,1.84,1.52,200610,PERÚ,PUNO,LAMPA,VILAVILA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200610,PERÚ,PUNO,LAMPA,VILAVILA
FUERZA POPULAR ,121.0,20.23,16.74,200610,PERÚ,PUNO,LAMPA,VILAVILA
ALIANZA POPULAR ,12.0,2.01,1.66,200610,PERÚ,PUNO,LAMPA,VILAVILA
PERU LIBERTARIO *,0.0,0.0,0.0,200610,PERÚ,PUNO,LAMPA,VILAVILA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",326.0,54.52,45.09,200610,PERÚ,PUNO,LAMPA,VILAVILA
ACCION POPULAR ,18.0,3.01,2.49,200610,PERÚ,PUNO,LAMPA,VILAVILA
DEMOCRACIA DIRECTA ,43.0,7.19,5.95,200610,PERÚ,PUNO,LAMPA,VILAVILA
PERU POSIBLE ,7.0,1.17,0.97,200610,PERÚ,PUNO,LAMPA,VILAVILA
PERU NACION *,0.0,0.0,0.0,200610,PERÚ,PUNO,LAMPA,VILAVILA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200610,PERÚ,PUNO,LAMPA,VILAVILA
PROGRESANDO PERU ,0.0,0.0,0.0,200610,PERÚ,PUNO,LAMPA,VILAVILA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,200610,PERÚ,PUNO,LAMPA,VILAVILA
PERUANOS POR EL KAMBIO ,60.0,10.03,8.3,200610,PERÚ,PUNO,LAMPA,VILAVILA
FRENTE ESPERANZA ,708.0,2.02,1.61,200700,PERÚ,PUNO,MELGAR,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200700,PERÚ,PUNO,MELGAR,TODOS
FUERZA POPULAR ,6045.0,17.28,13.78,200700,PERÚ,PUNO,MELGAR,TODOS
ALIANZA POPULAR ,500.0,1.43,1.14,200700,PERÚ,PUNO,MELGAR,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,200700,PERÚ,PUNO,MELGAR,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",19514.0,55.78,44.47,200700,PERÚ,PUNO,MELGAR,TODOS
ACCION POPULAR ,1259.0,3.6,2.87,200700,PERÚ,PUNO,MELGAR,TODOS
DEMOCRACIA DIRECTA ,4176.0,11.94,9.52,200700,PERÚ,PUNO,MELGAR,TODOS
PERU POSIBLE ,271.0,0.77,0.62,200700,PERÚ,PUNO,MELGAR,TODOS
PERU NACION *,0.0,0.0,0.0,200700,PERÚ,PUNO,MELGAR,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200700,PERÚ,PUNO,MELGAR,TODOS
PROGRESANDO PERU ,104.0,0.3,0.24,200700,PERÚ,PUNO,MELGAR,TODOS
PARTIDO POLITICO ORDEN ,36.0,0.1,0.08,200700,PERÚ,PUNO,MELGAR,TODOS
PERUANOS POR EL KAMBIO ,2370.0,6.77,5.4,200700,PERÚ,PUNO,MELGAR,TODOS
FRENTE ESPERANZA ,81.0,3.09,2.38,200702,PERÚ,PUNO,MELGAR,ANTAUTA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200702,PERÚ,PUNO,MELGAR,ANTAUTA
FUERZA POPULAR ,621.0,23.69,18.22,200702,PERÚ,PUNO,MELGAR,ANTAUTA
ALIANZA POPULAR ,23.0,0.88,0.67,200702,PERÚ,PUNO,MELGAR,ANTAUTA
PERU LIBERTARIO *,0.0,0.0,0.0,200702,PERÚ,PUNO,MELGAR,ANTAUTA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",1323.0,50.48,38.82,200702,PERÚ,PUNO,MELGAR,ANTAUTA
ACCION POPULAR ,92.0,3.51,2.7,200702,PERÚ,PUNO,MELGAR,ANTAUTA
DEMOCRACIA DIRECTA ,236.0,9.0,6.92,200702,PERÚ,PUNO,MELGAR,ANTAUTA
PERU POSIBLE ,21.0,0.8,0.62,200702,PERÚ,PUNO,MELGAR,ANTAUTA
PERU NACION *,0.0,0.0,0.0,200702,PERÚ,PUNO,MELGAR,ANTAUTA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200702,PERÚ,PUNO,MELGAR,ANTAUTA
PROGRESANDO PERU ,9.0,0.34,0.26,200702,PERÚ,PUNO,MELGAR,ANTAUTA
PARTIDO POLITICO ORDEN ,1.0,0.04,0.03,200702,PERÚ,PUNO,MELGAR,ANTAUTA
PERUANOS POR EL KAMBIO ,214.0,8.16,6.28,200702,PERÚ,PUNO,MELGAR,ANTAUTA
FRENTE ESPERANZA ,418.0,3.09,2.54,200701,PERÚ,PUNO,MELGAR,AYAVIRI
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200701,PERÚ,PUNO,MELGAR,AYAVIRI
FUERZA POPULAR ,2136.0,15.8,12.96,200701,PERÚ,PUNO,MELGAR,AYAVIRI
ALIANZA POPULAR ,292.0,2.16,1.77,200701,PERÚ,PUNO,MELGAR,AYAVIRI
PERU LIBERTARIO *,0.0,0.0,0.0,200701,PERÚ,PUNO,MELGAR,AYAVIRI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",6970.0,51.56,42.29,200701,PERÚ,PUNO,MELGAR,AYAVIRI
ACCION POPULAR ,757.0,5.6,4.59,200701,PERÚ,PUNO,MELGAR,AYAVIRI
DEMOCRACIA DIRECTA ,1299.0,9.61,7.88,200701,PERÚ,PUNO,MELGAR,AYAVIRI
PERU POSIBLE ,139.0,1.03,0.84,200701,PERÚ,PUNO,MELGAR,AYAVIRI
PERU NACION *,0.0,0.0,0.0,200701,PERÚ,PUNO,MELGAR,AYAVIRI
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200701,PERÚ,PUNO,MELGAR,AYAVIRI
PROGRESANDO PERU ,54.0,0.4,0.33,200701,PERÚ,PUNO,MELGAR,AYAVIRI
PARTIDO POLITICO ORDEN ,21.0,0.16,0.13,200701,PERÚ,PUNO,MELGAR,AYAVIRI
PERUANOS POR EL KAMBIO ,1432.0,10.59,8.69,200701,PERÚ,PUNO,MELGAR,AYAVIRI
FRENTE ESPERANZA ,12.0,1.22,0.95,200703,PERÚ,PUNO,MELGAR,CUPI
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200703,PERÚ,PUNO,MELGAR,CUPI
FUERZA POPULAR ,233.0,23.75,18.43,200703,PERÚ,PUNO,MELGAR,CUPI
ALIANZA POPULAR ,23.0,2.34,1.82,200703,PERÚ,PUNO,MELGAR,CUPI
PERU LIBERTARIO *,0.0,0.0,0.0,200703,PERÚ,PUNO,MELGAR,CUPI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",495.0,50.46,39.16,200703,PERÚ,PUNO,MELGAR,CUPI
ACCION POPULAR ,29.0,2.96,2.29,200703,PERÚ,PUNO,MELGAR,CUPI
DEMOCRACIA DIRECTA ,108.0,11.01,8.54,200703,PERÚ,PUNO,MELGAR,CUPI
PERU POSIBLE ,7.0,0.71,0.55,200703,PERÚ,PUNO,MELGAR,CUPI
PERU NACION *,0.0,0.0,0.0,200703,PERÚ,PUNO,MELGAR,CUPI
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200703,PERÚ,PUNO,MELGAR,CUPI
PROGRESANDO PERU ,2.0,0.2,0.16,200703,PERÚ,PUNO,MELGAR,CUPI
PARTIDO POLITICO ORDEN ,1.0,0.1,0.08,200703,PERÚ,PUNO,MELGAR,CUPI
PERUANOS POR EL KAMBIO ,71.0,7.24,5.62,200703,PERÚ,PUNO,MELGAR,CUPI
FRENTE ESPERANZA ,20.0,1.38,1.11,200704,PERÚ,PUNO,MELGAR,LLALLI
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200704,PERÚ,PUNO,MELGAR,LLALLI
FUERZA POPULAR ,286.0,19.74,15.84,200704,PERÚ,PUNO,MELGAR,LLALLI
ALIANZA POPULAR ,7.0,0.48,0.39,200704,PERÚ,PUNO,MELGAR,LLALLI
PERU LIBERTARIO *,0.0,0.0,0.0,200704,PERÚ,PUNO,MELGAR,LLALLI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",849.0,58.59,47.04,200704,PERÚ,PUNO,MELGAR,LLALLI
ACCION POPULAR ,43.0,2.97,2.38,200704,PERÚ,PUNO,MELGAR,LLALLI
DEMOCRACIA DIRECTA ,157.0,10.84,8.7,200704,PERÚ,PUNO,MELGAR,LLALLI
PERU POSIBLE ,4.0,0.28,0.22,200704,PERÚ,PUNO,MELGAR,LLALLI
PERU NACION *,0.0,0.0,0.0,200704,PERÚ,PUNO,MELGAR,LLALLI
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200704,PERÚ,PUNO,MELGAR,LLALLI
PROGRESANDO PERU ,5.0,0.35,0.28,200704,PERÚ,PUNO,MELGAR,LLALLI
PARTIDO POLITICO ORDEN ,2.0,0.14,0.11,200704,PERÚ,PUNO,MELGAR,LLALLI
PERUANOS POR EL KAMBIO ,76.0,5.24,4.21,200704,PERÚ,PUNO,MELGAR,LLALLI
FRENTE ESPERANZA ,41.0,1.19,0.96,200705,PERÚ,PUNO,MELGAR,MACARI
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200705,PERÚ,PUNO,MELGAR,MACARI
FUERZA POPULAR ,402.0,11.69,9.37,200705,PERÚ,PUNO,MELGAR,MACARI
ALIANZA POPULAR ,26.0,0.76,0.61,200705,PERÚ,PUNO,MELGAR,MACARI
PERU LIBERTARIO *,0.0,0.0,0.0,200705,PERÚ,PUNO,MELGAR,MACARI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",2437.0,70.84,56.82,200705,PERÚ,PUNO,MELGAR,MACARI
ACCION POPULAR ,59.0,1.72,1.38,200705,PERÚ,PUNO,MELGAR,MACARI
DEMOCRACIA DIRECTA ,319.0,9.27,7.44,200705,PERÚ,PUNO,MELGAR,MACARI
PERU POSIBLE ,11.0,0.32,0.26,200705,PERÚ,PUNO,MELGAR,MACARI
PERU NACION *,0.0,0.0,0.0,200705,PERÚ,PUNO,MELGAR,MACARI
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200705,PERÚ,PUNO,MELGAR,MACARI
PROGRESANDO PERU ,7.0,0.2,0.16,200705,PERÚ,PUNO,MELGAR,MACARI
PARTIDO POLITICO ORDEN ,2.0,0.06,0.05,200705,PERÚ,PUNO,MELGAR,MACARI
PERUANOS POR EL KAMBIO ,136.0,3.95,3.17,200705,PERÚ,PUNO,MELGAR,MACARI
FRENTE ESPERANZA ,28.0,0.71,0.53,200706,PERÚ,PUNO,MELGAR,NUÑOA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200706,PERÚ,PUNO,MELGAR,NUÑOA
FUERZA POPULAR ,913.0,23.04,17.21,200706,PERÚ,PUNO,MELGAR,NUÑOA
ALIANZA POPULAR ,28.0,0.71,0.53,200706,PERÚ,PUNO,MELGAR,NUÑOA
PERU LIBERTARIO *,0.0,0.0,0.0,200706,PERÚ,PUNO,MELGAR,NUÑOA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",2279.0,57.52,42.96,200706,PERÚ,PUNO,MELGAR,NUÑOA
ACCION POPULAR ,88.0,2.22,1.66,200706,PERÚ,PUNO,MELGAR,NUÑOA
DEMOCRACIA DIRECTA ,451.0,11.38,8.5,200706,PERÚ,PUNO,MELGAR,NUÑOA
PERU POSIBLE ,35.0,0.88,0.66,200706,PERÚ,PUNO,MELGAR,NUÑOA
PERU NACION *,0.0,0.0,0.0,200706,PERÚ,PUNO,MELGAR,NUÑOA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200706,PERÚ,PUNO,MELGAR,NUÑOA
PROGRESANDO PERU ,9.0,0.23,0.17,200706,PERÚ,PUNO,MELGAR,NUÑOA
PARTIDO POLITICO ORDEN ,3.0,0.08,0.06,200706,PERÚ,PUNO,MELGAR,NUÑOA
PERUANOS POR EL KAMBIO ,128.0,3.23,2.41,200706,PERÚ,PUNO,MELGAR,NUÑOA
FRENTE ESPERANZA ,34.0,0.87,0.67,200707,PERÚ,PUNO,MELGAR,ORURILLO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200707,PERÚ,PUNO,MELGAR,ORURILLO
FUERZA POPULAR ,495.0,12.65,9.79,200707,PERÚ,PUNO,MELGAR,ORURILLO
ALIANZA POPULAR ,27.0,0.69,0.53,200707,PERÚ,PUNO,MELGAR,ORURILLO
PERU LIBERTARIO *,0.0,0.0,0.0,200707,PERÚ,PUNO,MELGAR,ORURILLO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",2411.0,61.62,47.68,200707,PERÚ,PUNO,MELGAR,ORURILLO
ACCION POPULAR ,40.0,1.02,0.79,200707,PERÚ,PUNO,MELGAR,ORURILLO
DEMOCRACIA DIRECTA ,793.0,20.27,15.68,200707,PERÚ,PUNO,MELGAR,ORURILLO
PERU POSIBLE ,17.0,0.43,0.34,200707,PERÚ,PUNO,MELGAR,ORURILLO
PERU NACION *,0.0,0.0,0.0,200707,PERÚ,PUNO,MELGAR,ORURILLO
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200707,PERÚ,PUNO,MELGAR,ORURILLO
PROGRESANDO PERU ,5.0,0.13,0.1,200707,PERÚ,PUNO,MELGAR,ORURILLO
PARTIDO POLITICO ORDEN ,2.0,0.05,0.04,200707,PERÚ,PUNO,MELGAR,ORURILLO
PERUANOS POR EL KAMBIO ,89.0,2.27,1.76,200707,PERÚ,PUNO,MELGAR,ORURILLO
FRENTE ESPERANZA ,47.0,1.53,1.24,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
FUERZA POPULAR ,504.0,16.44,13.31,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
ALIANZA POPULAR ,42.0,1.37,1.11,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
PERU LIBERTARIO *,0.0,0.0,0.0,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",1612.0,52.59,42.57,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
ACCION POPULAR ,75.0,2.45,1.98,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
DEMOCRACIA DIRECTA ,642.0,20.95,16.95,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
PERU POSIBLE ,20.0,0.65,0.53,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
PERU NACION *,0.0,0.0,0.0,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
PROGRESANDO PERU ,6.0,0.2,0.16,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
PARTIDO POLITICO ORDEN ,1.0,0.03,0.03,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
PERUANOS POR EL KAMBIO ,116.0,3.78,3.06,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
FRENTE ESPERANZA ,27.0,1.33,1.09,200709,PERÚ,PUNO,MELGAR,UMACHIRI
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,200709,PERÚ,PUNO,MELGAR,UMACHIRI
FUERZA POPULAR ,455.0,22.37,18.32,200709,PERÚ,PUNO,MELGAR,UMACHIRI
ALIANZA POPULAR ,32.0,1.57,1.29,200709,PERÚ,PUNO,MELGAR,UMACHIRI
PERU LIBERTARIO *,0.0,0.0,0.0,200709,PERÚ,PUNO,MELGAR,UMACHIRI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",1138.0,55.95,45.83,200709,PERÚ,PUNO,MELGAR,UMACHIRI
ACCION POPULAR ,76.0,3.74,3.06,200709,PERÚ,PUNO,MELGAR,UMACHIRI
DEMOCRACIA DIRECTA ,171.0,8.41,6.89,200709,PERÚ,PUNO,MELGAR,UMACHIRI
PERU POSIBLE ,17.0,0.84,0.68,200709,PERÚ,PUNO,MELGAR,UMACHIRI
PERU NACION *,0.0,0.0,0.0,200709,PERÚ,PUNO,MELGAR,UMACHIRI
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,200709,PERÚ,PUNO,MELGAR,UMACHIRI
PROGRESANDO PERU ,7.0,0.34,0.28,200709,PERÚ,PUNO,MELGAR,UMACHIRI
PARTIDO POLITICO ORDEN ,3.0,0.15,0.12,200709,PERÚ,PUNO,MELGAR,UMACHIRI
PERUANOS POR EL KAMBIO ,108.0,5.31,4.35,200709,PERÚ,PUNO,MELGAR,UMACHIRI
FRENTE ESPERANZA ,144.0,1.17,0.85,201300,PERÚ,PUNO,MOHO,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,201300,PERÚ,PUNO,MOHO,TODOS
FUERZA POPULAR ,1911.0,15.47,11.27,201300,PERÚ,PUNO,MOHO,TODOS
ALIANZA POPULAR ,129.0,1.04,0.76,201300,PERÚ,PUNO,MOHO,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,201300,PERÚ,PUNO,MOHO,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",5259.0,42.56,31.01,201300,PERÚ,PUNO,MOHO,TODOS
ACCION POPULAR ,258.0,2.09,1.52,201300,PERÚ,PUNO,MOHO,TODOS
DEMOCRACIA DIRECTA ,4109.0,33.26,24.23,201300,PERÚ,PUNO,MOHO,TODOS
PERU POSIBLE ,73.0,0.59,0.43,201300,PERÚ,PUNO,MOHO,TODOS
PERU NACION *,0.0,0.0,0.0,201300,PERÚ,PUNO,MOHO,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,201300,PERÚ,PUNO,MOHO,TODOS
PROGRESANDO PERU ,22.0,0.18,0.13,201300,PERÚ,PUNO,MOHO,TODOS
PARTIDO POLITICO ORDEN ,15.0,0.12,0.09,201300,PERÚ,PUNO,MOHO,TODOS
PERUANOS POR EL KAMBIO ,436.0,3.53,2.57,201300,PERÚ,PUNO,MOHO,TODOS
FRENTE ESPERANZA ,26.0,1.41,1.06,201302,PERÚ,PUNO,MOHO,CONIMA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,201302,PERÚ,PUNO,MOHO,CONIMA
FUERZA POPULAR ,243.0,13.2,9.89,201302,PERÚ,PUNO,MOHO,CONIMA
ALIANZA POPULAR ,21.0,1.14,0.86,201302,PERÚ,PUNO,MOHO,CONIMA
PERU LIBERTARIO *,0.0,0.0,0.0,201302,PERÚ,PUNO,MOHO,CONIMA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",796.0,43.24,32.41,201302,PERÚ,PUNO,MOHO,CONIMA
ACCION POPULAR ,36.0,1.96,1.47,201302,PERÚ,PUNO,MOHO,CONIMA
DEMOCRACIA DIRECTA ,628.0,34.11,25.57,201302,PERÚ,PUNO,MOHO,CONIMA
PERU POSIBLE ,13.0,0.71,0.53,201302,PERÚ,PUNO,MOHO,CONIMA
PERU NACION *,0.0,0.0,0.0,201302,PERÚ,PUNO,MOHO,CONIMA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,201302,PERÚ,PUNO,MOHO,CONIMA
